sentiment,date,channel,game,user,mod,subscriber,message,pred_sentiment,class_scores,inferred
1,2018-05-25T17:15:46.813Z,forsen,Detroit: Become Human,20378,False,True,FeelsOkayMan 👉 👌 ❓ @coral FeelsOkayMan 👉 👌 ❓ @coral FeelsOkayMan 👉 👌 ❓ @coral ⁭,1,0.00001017217762160343-0.05377467737334797-0.9462151504490304,true
0,2018-05-18T03:46:25.024Z,moonmoon_ow,Dark Souls III,1365991,False,False,Get really hard.,0,0.23076923076923078-0.6153846153846154-0.15384615384615385,true
0,2018-05-15T11:59:18.717Z,riotgames,League of Legends,12410310,False,False,ACHHHH,0,0.33-0.34-0.33,false
1,2018-05-03T21:36:06.631Z,forsen,Shoppe Keep 2,187892,False,True,Jebaited,1,0.28-0.3-0.42,true
0,2018-05-13T01:47:37.555Z,xqcow,Overwatch,48844,False,False,Pog,1,0.05-0.21-0.74,true
1,2018-05-26T21:46:49.736Z,forsen,Detroit: Become Human,495426,False,True,DEVIENTS LEAKED HER EMAILS DonaldPls,0,0.3076923076923077-0.6153846153846154-0.07692307692307693,true
-1,2018-05-03T21:51:49.516Z,forsen,Shoppe Keep 2,114221,False,False,ANYWAYS PepeHands,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
1,2018-05-27T04:38:17.462Z,xqcow,Detroit: Become Human,285480,False,False,hol up ☝,1,0.14432989690721648-0.4020618556701031-0.4536082474226804,true
-1,2018-05-25T09:40:48.783Z,sodapoppin,Detroit: Become Human,192689,False,True,1 BULLET monkaS,0,0.26-0.57-0.17,true
-1,2018-05-14T17:52:42.489Z,forsen,Super Mario Odyssey,17911,False,True,KKonaW WTF IS THAT ⁭,-1,0.8461538461538461-0.07692307692307693-0.07692307692307693,true
1,2018-05-09T00:48:13.913Z,sodapoppin,Wreckfest,5340661,False,False,OMEGAROLL Clap,1,0.05-0.23-0.72,true
1,2018-05-25T00:29:49.440Z,sodapoppin,Raft,19172,False,True,MercyWing1 sodaLUL MercyWing2,0,0.038216560509554146-0.7643312101910829-0.19745222929936307,true
0,2018-05-09T17:55:21.199Z,riotgames,League of Legends,12399325,False,False,J e B a Ć Dissa,0,0.33-0.34-0.33,false
1,2018-05-05T16:12:29.106Z,moonmoon_ow,Shovel Knight,1019449,False,False,gachiBASS,1,0.16-0.3-0.54,true
1,2018-05-10T18:12:58.717Z,forsen,Darwin Project,3965728,False,True,OMEGALUL OMEGALUL,1,0.05868867491976158-0.14328289775332417-0.7980284273269143,true
0,2018-05-21T03:37:07.444Z,sodapoppin,Warcraft III: The Frozen Throne,2616825,False,False,NANI,0,0.33-0.34-0.33,false
-1,2018-05-25T17:58:06.675Z,sodapoppin,IRL,245395,False,False,KKona forsenGun,0,0.25742574257425743-0.48514851485148514-0.25742574257425743,true
0,2018-05-08T13:43:32.323Z,riotgames,League of Legends,2973536,False,False,Veteran Graves Player Kappa,0,0.04022988505747127-0.8793103448275861-0.08045977011494253,true
0,2018-05-14T17:35:25.320Z,moonmoon_ow,Salt and Sanctuary,1156697,False,True,monkMEGA 👻,0,0.1695906432748538-0.4327485380116959-0.39766081871345027,true
1,2018-05-25T01:54:29.386Z,sodapoppin,Raft,3867471,False,False,forsen1 forsen2,0,0.33-0.34-0.33,false
0,2018-05-27T22:22:27.975Z,forsen,Dark Souls,468688,False,False,EQUIP IT ?,0,0.33-0.34-0.33,false
0,2018-05-15T11:34:35.292Z,riotgames,League of Legends,6992651,False,False,5-5 the NA dream,0,0.07692307692307693-0.6153846153846154-0.3076923076923077,true
-1,2018-05-11T23:56:27.136Z,xqcow,Overwatch,496936,False,True,WutFace,-1,0.64-0.17-0.19,true
1,2018-05-26T06:08:54.581Z,moonmoon_ow,Dark Souls,198814,False,True,KomodoHype Clap,1,0.05-0.23-0.72,true
1,2018-05-12T21:48:21.543Z,forsen,Lake Ridden,294743,False,True,TriHard,0,0.35-0.36-0.29,true
1,2018-05-12T05:23:26.509Z,moonmoon_ow,Throne of Lies: The Online Game of Deceit,15,True,True,moon2S [16871] smiles,1,0.07692307692307693-0.38461538461538464-0.5384615384615384,true
1,2018-05-18T12:55:42.696Z,riotgames,League of Legends,296293,False,False,"Hey guys! I've only recently started watching MSI, and I have grown attached to the team known as ""TL"". Could someone please let me know when TL play next? For I would love to watch them again. Thanks! :) 95",1,0.000045435958017174794-0.02835203780271707-0.9716025262392658,true
-1,2018-05-22T00:11:57.513Z,xqcow,Overwatch,14912,False,True,ispicially xqcMood,0,0.33-0.34-0.33,false
1,2018-05-06T07:45:21.287Z,xqcow,Overwatch,1806624,False,False,OMEGALUL,1,0.16-0.25-0.59,true
1,2018-05-02T02:52:34.291Z,moonmoon_ow,Darkest Dungeon,393081,False,True,@Vahtryn HOW YA DOIN moon2S,0,0.33-0.34-0.33,false
0,2018-05-23T02:33:22.311Z,moonmoon_ow,Super Ghouls 'N Ghosts,293199,False,True,moon2W,0,0.33-0.34-0.33,false
-1,2018-05-22T16:46:52.284Z,moonmoon_ow,Dark Souls III,330609,False,True,monkaMEGA,0,0.33-0.34-0.33,false
0,2018-05-13T15:11:16.425Z,riotgames,League of Legends,2136469,False,False,they really need loltyler1,0,0.33-0.34-0.33,false
0,2018-05-29T14:36:43.437Z,moonmoon_ow,Dark Souls,23188,False,True,moon2T,0,0.33-0.34-0.33,false
0,2018-05-03T13:39:00.469Z,riotgames,League of Legends,492219,False,False,TriHard TriHard TriHard TriHard 7,0,0.3860106772386111-0.4320531176415208-0.18193620511986816,true
1,2018-05-12T17:04:25.180Z,moonmoon_ow,Salt and Sanctuary,92242,False,True,Do people like call up Netflix after 9 months of being subscribed and be like WE'RE HAVING A BABY PogChamp,1,0.0003924646781789639-0.05769230769230769-0.9419152276295134,true
1,2018-05-26T21:44:42.749Z,forsen,Detroit: Become Human,2544320,False,False,OMEGALUL,1,0.16-0.25-0.59,true
-1,2018-05-03T16:59:04.863Z,forsen,Shoppe Keep 2,221920,False,True,forsenE SUBBED TO. FORSEN forsenPrime SUBBED TO NINJA forsenDED SUBBED TO SUMMIT forsenCD MY DOC SUB EXPIRED PepeHands .,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
1,2018-05-13T17:28:48.830Z,forsen,Super Mario Odyssey,84989,False,True,ANELE Clap,0,0.12840670859538786-0.49423480083857446-0.37735849056603776,true
0,2018-05-07T18:56:59.091Z,forsen,They Are Billions,126410,False,True,forsen3 forsen4,0,0.33-0.34-0.33,false
-1,2018-05-20T01:16:33.881Z,sodapoppin,The Joy Of Sex,86220,False,False,just get bck to the office 4HEad,0,0.33-0.34-0.33,false
1,2018-05-15T17:40:32.664Z,forsen,Animal Super Squad,1764322,False,False,I SAW IT gachiBASS,1,0.16-0.3-0.54,true
1,2018-05-25T17:43:36.096Z,moonmoon_ow,Dark Souls,129956,False,True,gachiBASS,1,0.16-0.3-0.54,true
-1,2018-05-04T05:15:50.066Z,xqcow,Overwatch,737041,False,False,RUINED THE STREAM PepeHands,-1,0.8986587183308494-0.0760059612518629-0.02533532041728763,true
-1,2018-05-09T21:57:25.841Z,xqcow,Overwatch,413201,False,False,This season is so fucking bad,-1,0.8461538461538461-0.07692307692307693-0.07692307692307693,true
1,2018-05-08T23:37:55.288Z,xqcow,Overwatch,1573102,False,True,COGGERS Clap,1,0.05-0.23-0.72,true
1,2018-05-13T18:54:11.525Z,forsen,Super Mario Odyssey,330860,False,True,gachiBASS,1,0.16-0.3-0.54,true
0,2018-05-12T11:12:02.301Z,riotgames,League of Legends,1207093,False,False,NA = NORTH ASIA,0,0.33-0.34-0.33,false
1,2018-05-11T17:47:06.251Z,forsen,Barbie and the Magic of Pegasus,2235,False,True,gachiBASS,1,0.16-0.3-0.54,true
0,2018-05-24T18:55:43.754Z,xqcow,Overwatch,697744,False,False,Kreygasm,1,0.04950495049504951-0.09900990099009901-0.8514851485148515,true
-1,2018-05-31T16:59:54.162Z,forsen,Dark Souls,11914192,False,True,YOU DIED 💻 sumSmash YOU DIED 💻 sumSmash YOU DIED 💻 sumSmash YOU DIED 💻 sumSmash .,-1,0.9532402017850214-0.04674838503503847-0.000011413179940194939,true
0,2018-05-16T21:50:23.364Z,forsen,The Amazing Frog?,2455695,False,True,PEACE DADDY forsen1337,1,0.07692307692307693-0.23076923076923078-0.6923076923076923,true
0,2018-05-15T12:11:40.959Z,riotgames,League of Legends,525422,False,False,Take MY ENERGY EVOS,0,0.07692307692307693-0.5384615384615384-0.38461538461538464,true
1,2018-05-21T20:29:45.321Z,xqcow,Overwatch,3312,True,True,xQc has punched 6604 scrubbies in the J O W OMEGALUL 🤜,1,0.16-0.25-0.59,true
0,2018-05-01T18:57:11.270Z,forsen,Fallout: New Vegas,67722,False,True,4House,0,0.33-0.34-0.33,false
0,2018-05-15T20:49:55.862Z,forsen,Laser League,432890,False,True,LULW ⁭,1,0.16-0.22-0.62,true
0,2018-05-26T17:57:08.230Z,forsen,Detroit: Become Human,188736,False,False,HYPERBRUH TF,-1,0.52-0.27-0.21,true
0,2018-05-25T17:03:59.016Z,forsen,Detroit: Become Human,228891,False,True,monkaOMEGA,0,0.33-0.34-0.33,false
0,2018-05-15T16:47:56.460Z,forsen,IRL,122880,False,True,Pog,1,0.05-0.21-0.74,true
1,2018-05-02T21:27:43.541Z,sodapoppin,IRL,345025,False,True,LULW,1,0.16-0.22-0.62,true
0,2018-05-17T02:33:31.810Z,sodapoppin,Wizard of Legend,3464313,False,True,@sodapoppin u mean occasionally every room? that thing better have some godlike cooldown Kappa,1,0.012797074954296161-0.37294332723948814-0.6142595978062158,true
1,2018-05-13T12:14:47.722Z,riotgames,League of Legends,82002,False,False,D 4Head C,1,0.2-0.21-0.59,true
0,2018-05-23T20:15:40.279Z,forsen,Raft,358442,False,True,4HEad,0,0.33-0.34-0.33,false
-1,2018-05-07T00:10:38.035Z,sodapoppin,IRL,57989,False,False,wtf monkaGun,-1,0.8461538461538461-0.07692307692307693-0.07692307692307693,true
0,2018-05-04T05:29:20.285Z,moonmoon_ow,Darkest Dungeon,27498,False,True,onred,0,0.33-0.34-0.33,false
0,2018-05-16T03:37:27.725Z,moonmoon_ow,Wizard of Legend,15,True,True,"Cimm has been following moonmoon_ow since 07-26-2016, 12:00 AM",0,0.33-0.34-0.33,false
1,2018-05-20T19:49:22.165Z,forsen,Jalopy,114139,False,True,RANDOM LANGUAGE FeelsGoodMan Clap RANDOM LANGUAGE FeelsGoodMan Clap RANDOM LANGUAGE FeelsGoodMan Clap,1,4.3007362112788144e-10-0.000014358544573233494-0.9999856410253531,true
1,2018-05-09T06:40:15.852Z,moonmoon_ow,Conan Exiles,528194,False,True,I listen on the drive to school :D,1,0.05-0.04-0.91,true
1,2018-05-24T20:33:12.648Z,xqcow,Overwatch,12141834,False,False,omegalul,0,0.33-0.34-0.33,false
0,2018-05-06T17:10:11.654Z,forsen,City of Brass,1401998,False,True,#B1,0,0.33-0.34-0.33,false
1,2018-05-18T05:15:30.633Z,moonmoon_ow,Dark Souls III,163577,False,True,I like your channel because you say poop,0,0.07692307692307693-0.5384615384615384-0.38461538461538464,true
-1,2018-05-05T02:24:56.146Z,moonmoon_ow,Darkest Dungeon,107778,False,True,BibleThump,-1,0.59-0.19-0.22,true
1,2018-05-11T19:47:19.280Z,riotgames,League of Legends,1705336,False,False,SPOILER: FNC WIN LUL,1,0.013623978201634877-0.05994550408719346-0.9264305177111717,true
1,2018-05-25T03:21:54.639Z,moonmoon_ow,Dark Souls,129956,False,True,moon2MLEM HOIYA moon2MLEM,0,0.33-0.34-0.33,false
1,2018-05-28T18:11:50.766Z,sodapoppin,Bless Online,1252726,False,True,W OMEGALUL W KILLER LULW,1,0.4009111617312073-0.07830296127562643-0.5207858769931664,true
0,2018-05-30T22:35:15.699Z,sodapoppin,Dark Souls,401180,False,False,PYAH GANG HYPERS,1,0.09-0.23-0.68,true
1,2018-05-08T04:03:44.478Z,moonmoon_ow,Dark Souls III,592500,False,True,Downward moon2T,0,0.33-0.34-0.33,false
-1,2018-05-11T21:41:08.547Z,sodapoppin,IRL,1899917,False,False,@sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan @sodapoppin FeelsWeirdMan,0,0.33-0.34-0.33,false
-1,2018-05-04T14:32:35.268Z,moonmoon_ow,Darkest Dungeon,1346624,False,True,my boobs are too big FeelsBadMan,-1,0.66-0.16-0.18,true
1,2018-05-15T23:10:52.190Z,sodapoppin,IRL,1530376,False,False,cool,0,0.07692307692307693-0.5384615384615384-0.38461538461538464,true
1,2018-05-05T18:58:29.421Z,forsen,Fallout: New Vegas,192703,False,False,!join,0,0.07692307692307693-0.5384615384615384-0.38461538461538464,true
-1,2018-05-27T06:00:27.971Z,xqcow,Detroit: Become Human,1246914,False,False,it is DansGame,-1,0.62-0.22-0.16,true
0,2018-05-15T21:49:21.977Z,sodapoppin,IRL,1489432,False,False,I HEARD IT,0,0.33-0.34-0.33,false
1,2018-05-12T09:57:22.999Z,riotgames,League of Legends,1115970,False,False,WHY SO QUIET KOREANS LUL,1,0.1-0.22-0.68,true
0,2018-05-19T20:34:03.014Z,sodapoppin,IRL,377953,False,True,VoteNea,0,0.33-0.34-0.33,false
1,2018-05-25T19:48:28.259Z,sodapoppin,IRL,167149,False,False,KKona host ALEC,0,0.25742574257425743-0.48514851485148514-0.25742574257425743,true
1,2018-05-14T19:33:00.956Z,forsen,Super Mario Odyssey,1469222,False,False,💿 MARI OMEGALUL,1,0.16-0.25-0.59,true
1,2018-05-31T21:47:09.510Z,forsen,Dark Souls,725396,False,False,OMEGALUL,1,0.16-0.25-0.59,true
1,2018-05-10T21:32:42.285Z,forsen,Darwin Project,2480222,False,True,forsenGrill,0,0.33-0.34-0.33,false
0,2018-05-09T05:46:36.995Z,sodapoppin,For the King,471565,False,False,ppL 🚬,1,0.1232876712328767-0.2328767123287671-0.6438356164383562,true
-1,2018-05-06T17:15:26.356Z,forsen,City of Brass,511466,False,False,----@forsen MOVE CAM forsenSWA,0,0.33-0.34-0.33,false
0,2018-05-04T01:08:22.736Z,sodapoppin,For the King,130265,False,True,WASH HANDS DansGame,-1,0.62-0.22-0.16,true
0,2018-05-02T17:47:07.570Z,forsen,Fallout: New Vegas,9509111,False,False,AYAYA catonLewd catonComfy,1,0.1-0.27-0.63,true
0,2018-05-30T16:08:58.537Z,forsen,Dark Souls,222170,False,True,n-word in message forsen,0,0.33-0.34-0.33,false
1,2018-05-24T17:16:57.230Z,moonmoon_ow,Dark Souls,1206864,False,True,I do :),1,0.06-0.13-0.81,true
1,2018-05-09T14:34:42.692Z,forsen,Radical Heights,391144,False,True,ACTION IS COMING ZULUL,0,0.33-0.34-0.33,false
0,2018-05-13T22:35:39.302Z,riotgames,League of Legends,13005810,False,False,yes,0,0.07692307692307693-0.46153846153846156-0.46153846153846156,true
0,2018-05-27T16:33:43.091Z,forsen,Dark Souls,193399,False,True,????,0,0.33-0.34-0.33,false
1,2018-05-01T21:16:25.244Z,sodapoppin,The Forest,204233,False,True,WTF LUL,-1,0.55-0.10999999999999999-0.34,true
-1,2018-05-20T03:02:25.590Z,moonmoon_ow,Throne of Lies: The Online Game of Deceit,608256,False,True,✓ amazW ✓ krippW ✓ trumpW ✓ btsLdW ✓ reynadW ✓ kolentoW ✓ bajW ✓ btsKotlW ✓ dewW ✓ emjaneW ✓ forsenW ✓ krippW ✓ mitchW ✓ singsingFcuk ✓ reckW ✓ sodaW ✓ btsGodzW ✓ merliniHappyMerlini ✓ taymooW ✓ rtzW ✓ admiralW ✓ envySwag ✓ sumailKappa ✓ btsMerliniW ✓ wtrWtR ✓ dagerDendi ✓ ppdSalt ✓ fearGASM ✓ singsingP ✓ fluffyW ✓ ratW ✓ Pleb test failed PepeHands,0,1.3438368321452175e-19-0.9990257833030795-0.000974216696920577,true
1,2018-05-26T15:27:50.735Z,moonmoon_ow,Dark Souls,650728,False,False,SourPls,1,0.21-0.23-0.56,true
1,2018-05-03T14:00:10.918Z,riotgames,League of Legends,9325360,False,False,LUL,1,0.1-0.22-0.68,true
0,2018-05-11T21:12:59.693Z,forsen,Barbie and the Magic of Pegasus,1210619,False,True,no,0,0.23076923076923078-0.6923076923076923-0.07692307692307693,true
-1,2018-05-10T21:50:16.346Z,forsen,Darwin Project,359126,False,True,ZULOL WE LOST,0,0.3076923076923077-0.6153846153846154-0.07692307692307693,true
-1,2018-05-12T21:46:20.381Z,forsen,Lake Ridden,268953,False,True,@forsen Stop pretending FeelsWeirdMan,0,0.20689655172413796-0.7241379310344828-0.06896551724137932,true
1,2018-05-07T16:24:54.735Z,forsen,Barbie and the Magic of Pegasus,99942,False,True,777 forsenPls REPEATING OF COURSE forsenPls 777 forsenPls REPEATING OF COURSE forsenPls,0,0.050265146623217696-0.8042423459714831-0.14549250740529918,true
1,2018-05-19T12:19:52.769Z,riotgames,League of Legends,2985918,False,False,POGGERS,1,0.04-0.12-0.84,true
1,2018-05-27T01:50:39.977Z,xqcow,Overwatch,490125,False,True,@Zostradamus PogChamp GOod!,1,0.0014534883720930232-0.02180232558139535-0.9767441860465116,true
0,2018-05-03T21:46:42.350Z,riotgames,League of Legends,165072,False,False,sjokz still wearing that dress after all these years,0,0.33-0.34-0.33,false
-1,2018-05-15T21:03:05.835Z,forsen,Laser League,606717,False,True,PepeHands ANYWAYS,-1,0.6633663366336634-0.16831683168316833-0.16831683168316833,true
0,2018-05-30T19:51:49.787Z,forsen,Dark Souls,582580,False,True,HE NEEDS PENDANT LULW,1,0.16-0.22-0.62,true
0,2018-05-10T21:19:24.524Z,xqcow,Darwin Project,3670363,False,False,This is a Battle Royale game?,-1,0.5384615384615384-0.38461538461538464-0.07692307692307693,true
1,2018-05-07T20:40:09.188Z,forsen,Elea,842254,False,False,TriHard,0,0.35-0.36-0.29,true
1,2018-05-17T22:57:18.094Z,sodapoppin,Wizard of Legend,9758106,False,True,hi :),1,0.06-0.13-0.81,true
1,2018-05-08T19:54:08.858Z,forsen,Darwin Project,12324,False,True,HUMAN INTERACTION haHAA HAVING FUN haHAA HUMAN INTERACTION haHAA HAVING FUN haHAA,1,0.17378785100729974-0.005719469096020745-0.8204926798966795,true
0,2018-05-15T22:21:47.016Z,sodapoppin,IRL,2291708,False,False,nb3Thinking nb3Thinking nb3Thinking nb3Thinking nb3Thinking lacGasm lacGasm,0,0.33-0.34-0.33,false
0,2018-05-09T00:13:54.338Z,xqcow,Overwatch,881736,False,False,THIS BANG,0,0.33-0.34-0.33,false
0,2018-05-25T17:36:20.492Z,forsen,Detroit: Become Human,150610,False,True,forsenCD ANY DOCS ?,0,0.33-0.34-0.33,false
1,2018-05-09T18:50:28.497Z,sodapoppin,IRL,816140,False,False,OMEGALUL CUCK OMEGALUL,1,0.05868867491976158-0.14328289775332417-0.7980284273269143,true
0,2018-05-09T00:58:18.692Z,sodapoppin,Wreckfest,299851,False,True,OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL OMEGAROLL,0,0.33-0.34-0.33,false
-1,2018-05-29T23:19:37.631Z,sodapoppin,Warcraft III: The Frozen Throne,1183830,False,True,Pog UTHER Pog KILL ARTHAS Pog SAVE LORDAERON Pog,1,0.000032600658314221535-0.004611060821533176-0.9953563385201526,true
1,2018-05-20T14:00:31.627Z,riotgames,League of Legends,8049123,False,False,MercyWing1 PopCorn MercyWing2,0,0.038216560509554146-0.7643312101910829-0.19745222929936307,true
0,2018-05-30T06:01:35.465Z,moonmoon_ow,Baldi's Basics in Education and Learning,135427,True,True,moon2H,0,0.33-0.34-0.33,false
-1,2018-05-07T00:44:40.975Z,sodapoppin,IRL,1950892,False,True,Skip friends DansGame,1,0.2330827067669173-0.16541353383458646-0.6015037593984963,true
0,2018-05-06T04:44:48.884Z,xqcow,Overwatch,130522,False,False,AYAYA 🎸,1,0.0034071550255536627-0.26678023850085175-0.7298126064735946,true
1,2018-05-25T16:14:08.034Z,forsen,Detroit: Become Human,11915912,False,True,OMEGALUL TB OMEGALUL TB OMEGALUL TB OMEGALUL TB OMEGALUL TB OMEGALUL,1,0.0003953025972053631-0.00575240988408569-0.993852287518709,true
0,2018-05-11T23:47:16.693Z,sodapoppin,IRL,4111355,False,False,forsenPrime HE SMASHED IT,0,0.33-0.34-0.33,false
-1,2018-05-12T00:25:34.304Z,sodapoppin,IRL,570096,False,False,sfhOWO sfhOWO,0,0.33-0.34-0.33,false
1,2018-05-09T18:27:42.028Z,sodapoppin,IRL,24128,False,False,MingLul,0,0.33-0.34-0.33,false
0,2018-05-14T00:11:56.710Z,riotgames,League of Legends,137223,False,False,@nigh_illicit you just confirmed your age. keep spamming kid,-1,0.6153846153846154-0.3076923076923077-0.07692307692307693,true
0,2018-05-12T02:03:16.921Z,sodapoppin,The Joy Of Sex,594276,False,True,SUPERHOT VR SUPERHOT VR,0,0.33-0.34-0.33,false
0,2018-05-24T22:58:08.672Z,sodapoppin,IRL,1232173,False,False,EXPOSED,0,0.33-0.34-0.33,false
-1,2018-05-25T02:58:30.607Z,sodapoppin,Raft,3448672,False,False,Molefuckin lmaooooo,0,0.33-0.34-0.33,false
1,2018-05-24T22:01:19.298Z,xqcow,Overwatch,3312,True,True,xqcL Clerity is staying in the jungle! xqcL Thanks so much for subbing xqcCat And supporting the stream! xqcCat,0,0.0136986301369863-0.4931506849315068-0.4931506849315068,true
-1,2018-05-05T05:33:13.769Z,moonmoon_ow,Darkest Dungeon,460984,False,True,moon2A,-1,0.6161616161616161-0.31313131313131315-0.07070707070707072,true
0,2018-05-15T17:57:44.624Z,forsen,Animal Super Squad,528465,False,False,forsenCD ?,0,0.33-0.34-0.33,false
1,2018-05-12T05:30:22.402Z,xqcow,IRL,526332,False,True,LMFAO WHO DID THIS? 😂 👌 💯 🔥 LMFAO WHO DID THIS? 😂 👌 💯 🔥 LMFAO WHO DID THIS? 😂 👌 💯 🔥 LMFAO WHO DID THIS? 😂 👌 💯 🔥 LMFAO WHO DID THIS? 😂 👌 💯 🔥,1,9.560333009971959e-14-0.000004405789054369767-0.99999559421085,true
1,2018-05-13T09:22:44.384Z,riotgames,League of Legends,2422092,False,False,na MingLee,1,0.18811881188118812-0.39603960396039606-0.4158415841584158,true
0,2018-05-28T18:12:36.197Z,sodapoppin,Bless Online,905980,False,False,GWEEEEEEK,0,0.33-0.34-0.33,false
1,2018-05-25T00:19:29.790Z,sodapoppin,Raft,12649,False,False,Kappa Clap,1,0.008270321361058602-0.27717391304347827-0.7145557655954631,true
1,2018-05-10T19:55:25.689Z,forsen,IRL,45108,False,True,GachiPls NA PING forsenSWA GachiPls NA PING forsenSWA GachiPls NA PING forsenSWA ⁭,0,0.09128353640237682-0.6390972930796471-0.2696191705179762,true
1,2018-05-23T16:56:06.888Z,forsen,State of Decay 2,2342032,False,True,ITS UP RIGHT NOW Pog,1,0.05-0.21-0.74,true
0,2018-05-06T09:56:18.151Z,riotgames,League of Legends,232980,False,False,TURKEY,0,0.33-0.34-0.33,false
0,2018-05-27T22:14:33.908Z,forsen,Dark Souls,165086,False,False,3,0,0.33-0.34-0.33,false
1,2018-05-08T03:41:52.554Z,moonmoon_ow,Dark Souls III,15,True,True,moon2S [15078] smiles,1,0.07692307692307693-0.38461538461538464-0.5384615384615384,true
1,2018-05-13T23:16:27.113Z,xqcow,Overwatch,27846,False,False,I BELIVE gachiBASS Clap I BELIVE gachiBASS Clap I BELIVE gachiBASS Clap,1,0.000008662968290562629-0.005558326269852419-0.9944330107618571,true
1,2018-05-06T04:14:49.525Z,moonmoon_ow,The Cat Lady,381362,False,True,hello monkaMEGA,0,0.33-0.34-0.33,false
0,2018-05-07T16:30:12.888Z,moonmoon_ow,Stephen's Sausage Roll,1716213,False,False,why push uppppp,0,0.33-0.34-0.33,false
0,2018-05-21T04:37:43.832Z,sodapoppin,Warcraft III: The Frozen Throne,12439421,False,False,Cx,0,0.33-0.34-0.33,false
1,2018-05-27T18:20:21.339Z,forsen,Dark Souls,297901,False,True,LET'S GO forsenH,0,0.33-0.34-0.33,false
0,2018-05-24T23:28:09.371Z,xqcow,Raft,1270689,False,False,It just for looks it doesnt matter,0,0.07692307692307693-0.8461538461538461-0.07692307692307693,true
-1,2018-05-24T17:04:02.747Z,forsen,Raft,647301,False,False,LECH KACZYNSKI PepeHands LECH KACZYNSKI PepeHands LECH KACZYNSKI PepeHands,-1,0.9683633354690604-0.015818332265469803-0.015818332265469803,true
-1,2018-05-27T05:59:44.171Z,xqcow,Detroit: Become Human,11847,False,True,just kill him now xqcRage,-1,0.8461538461538461-0.07692307692307693-0.07692307692307693,true
-1,2018-05-21T17:21:16.476Z,forsen,FAR: Lone Sails,1922711,False,False,@forsen FeelsWeirdMan,0,0.33-0.34-0.33,false
1,2018-05-27T20:44:34.166Z,forsen,Dark Souls,148962,False,True,GachiPls Wowee GachiPls Wowee GachiPls Wowee GachiPls Wowee ⁭,0,0.053672539605029525-0.718871898697663-0.22745556169730746,true
-1,2018-05-04T03:15:57.670Z,moonmoon_ow,Darkest Dungeon,380653,False,True,@KanbaruLover naroXD,0,0.33-0.34-0.33,false
-1,2018-05-29T21:22:52.465Z,sodapoppin,IRL,351730,False,True,if you gachi at women you deserve to die :),1,0.3592814371257485-0.15568862275449102-0.4850299401197605,true
1,2018-05-06T21:22:39.518Z,sodapoppin,Peggle 2,171954,False,False,LOOOOOOOOOOOOOOOOL 4HEad ⁭,0,0.33-0.34-0.33,false
-1,2018-05-19T04:06:54.066Z,moonmoon_ow,Anatomy,135647,False,False,PepeHands never scary,-1,0.8986587183308494-0.0760059612518629-0.02533532041728763,true
1,2018-05-16T21:29:32.026Z,sodapoppin,Unleash,280120,False,False,i thought 900p@60 was the most well rounded,0,0.07692307692307693-0.5384615384615384-0.38461538461538464,true
-1,2018-05-02T07:13:14.096Z,moonmoon_ow,unknown,135427,True,True,NotLikeThis,-1,0.6565656565656566-0.1818181818181818-0.1616161616161616,true
0,2018-05-27T04:45:21.132Z,xqcow,Detroit: Become Human,278333,False,True,xqcLook MHM,0,0.33-0.34-0.33,false
1,2018-05-28T14:30:20.590Z,moonmoon_ow,Dark Souls,3263038,False,True,play a game moon2S @moonmoon_ow,0,0.07692307692307693-0.6153846153846154-0.3076923076923077,true
0,2018-05-20T18:40:02.124Z,forsen,Barbie and the Magic of Pegasus,495426,False,True,gazatu dank internet FeelsDankMan,0,0.33-0.34-0.33,false
0,2018-05-18T11:37:28.856Z,riotgames,League of Legends,8875773,False,False,Rekkles Step Up U Cuxk,0,0.33-0.34-0.33,false
1,2018-05-22T00:31:16.897Z,xqcow,Overwatch,12153942,False,False,crunch FeelsOkayMan,0,0.33-0.34-0.33,false
0,2018-05-03T18:40:53.945Z,forsen,Shoppe Keep 2,80930,False,True,Champ chat please help me my mouth is small... Pog,1,0.00017757573605142594-0.053698902581951195-0.9461235216819973,true
-1,2018-05-18T21:05:44.239Z,xqcow,Overwatch,66655,False,False,monkaS neighbors,0,0.26-0.57-0.17,true
1,2018-05-26T21:11:23.829Z,forsen,Detroit: Become Human,12327428,False,True,forsenC,0,0.33-0.34-0.33,false
1,2018-05-06T02:09:12.276Z,xqcow,Overwatch,843563,False,True,SourPls,1,0.21-0.23-0.56,true
0,2018-05-27T18:50:42.829Z,forsen,Dark Souls,12477981,False,False,GachiPls 🔋,0,0.23-0.44-0.33,true
